key	file	line	en	zh-TW	zh-CN	raw
profile.unknown	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs	1073;363;662	unknown	不明	未知	
profile.nothing	Components/Battle/PersonaNav.cs;Components/Battle/ProfileNav.cs;Components/CommandMenus/PlayerMenu.cs	243;126;608	nothing	無	无	
profile.exp_n	Components/Battle/Battle.cs	1252	EXP {0}	EXP {0}	EXP {0}	$"EXP {*(int*)(entry + 0x08)}"
profile.next_level_in	Components/Battle/Battle.cs	1254	next level in {0}	距離升級還需{0}	距离升级还需{0}	$"next level in {next}"
profile.learns_at_level	Components/Battle/Battle.cs	1283	learns {0} at level {1}	等級{1}時習得{0}	等级{1}时习得{0}	$"learns {sn} at level {ll}"
profile.learns_skill_at_level	Components/Battle/Battle.cs	1261	learns skill {0} at level {1}	等級{1}時習得技能{0}	等级{1}时习得技能{0}	$"learns skill {sid} at level {ll}"
profile.no_more_skills	Components/Battle/Battle.cs	1264	no more skills to learn	沒有更多可學技能	没有更多可学技能	
profile.max_hp	Components/Battle/ProfileNav.cs	159	Max HP {0}	HP上限{0}	HP上限{0}	$"Max HP {mhp}"
profile.max_sp	Components/Battle/ProfileNav.cs	159	Max SP {0}	SP上限{0}	SP上限{0}	$"Max SP {msp}"
profile.max_hp_unknown	Components/Battle/ProfileNav.cs	160	Max HP unknown	HP上限不明	HP上限未知	
profile.max_sp_unknown	Components/Battle/ProfileNav.cs	160	Max SP unknown	SP上限不明	SP上限未知	
profile.not_revealed	Components/Battle/ProfileNav.cs	175	not revealed	尚未判明	尚未判明	
profile.none	Components/Battle/ProfileNav.cs	177	none	無	无	
profile.persona_unknown	Components/Battle/PersonaNav.cs	341	persona unknown	人格面具不明	人格面具未知	
profile.section_body	Components/Battle/PersonaNav.cs;Components/Battle/ProfileNav.cs;Components/CommandMenus/PlayerMenu.cs	244;127;609	{0}. {1}	{0}。{1}	{0}。{1}	$"{label}. {body}"
tactics.act_freely	Components/Battle/Battle.cs	1602	Act Freely	自由行動	自由行动	
tactics.full_assault	Components/Battle/Battle.cs	1602	Full Assault	全力攻擊	全力攻击	
tactics.conserve_sp	Components/Battle/Battle.cs	1602	Conserve SP	節約SP	节约SP	
tactics.heal_support	Components/Battle/Battle.cs	1602	Heal/Support	治療輔助	治疗辅助	
tactics.direct_commands	Components/Battle/Battle.cs	1603	Direct Commands	直接指令	直接指令	
tactics.dont_change	Components/Battle/Battle.cs	1603	Don't change tactics	不改變戰術	不改变战术	
tactics.option_n	Components/Battle/SkillInfoSelect.cs	85	option {0}	選項{0}	选项{0}	$"option {row + 1}"
tactics.header	Components/Battle/SkillInfoSelect.cs	86	{0}. {1}	{0}。{1}	{0}。{1}	$"{TacticsHeader()}. {text}"
tactics.member_now	Components/Battle/SkillInfoSelect.cs	107	{0}, now {1}	{0}，現在是{1}	{0}，现在是{1}	$"{n}, now {t}"
tactics.all_members	Components/Battle/SkillInfoSelect.cs;Components/Battle/TacticsMemberReader.cs	111;68	All Members	全體成員	全体成员	
tactics.member	Components/Battle/TacticsMemberReader.cs	64	Member	成員	成员	
tactics.all_members_lc	Components/Battle/TacticsMemberReader.cs	68	All members	全體成員	全体成员	
dmg.spent_hp	Components/Battle/DamageMonitor.cs	167	spent {0} HP	消耗{0}HP	消耗{0}HP	$"spent {delta} HP"
dmg.took_defeated	Components/Battle/DamageMonitor.cs	171	took {0} damage, defeated	受到{0}傷害，被擊敗	受到{0}伤害，被击败	$"took {delta} damage, defeated"
dmg.took	Components/Battle/DamageMonitor.cs	171	took {0} damage	受到{0}傷害	受到{0}伤害	$"took {delta} damage"
dmg.recovered_hp	Components/Battle/DamageMonitor.cs	174	recovered {0} HP	回復{0}HP	恢复{0}HP	$"recovered {-delta} HP"
dmg.spent_sp	Components/Battle/DamageMonitor.cs	191	spent {0} SP	消耗{0}SP	消耗{0}SP	$"spent {d} SP"
dmg.lost_sp	Components/Battle/DamageMonitor.cs	191;196	lost {0} SP	失去{0}SP	失去{0}SP	$"lost {d} SP"
dmg.recovered_sp	Components/Battle/DamageMonitor.cs	192	recovered {0} SP	回復{0}SP	恢复{0}SP	$"recovered {-d} SP"
dmg.knocked_down	Components/Battle/DamageMonitor.cs	201	knocked down	倒地	倒地	
dmg.fled	Components/Battle/DamageMonitor.cs	206	fled	逃走了	逃走了	
dmg.name_parts	Components/Battle/DamageMonitor.cs	210	{0} {1}	{0}{1}	{0}{1}	$"{name} {string.Join(", ", parts)}"
dmg.attacks_then	Components/Battle/DamageMonitor.cs	262	{0} attacks. {1}	{0}發動攻擊。{1}	{0}发动攻击。{1}	$"{an} attacks. {line}"
dmg.attacks	Components/Battle/DamageMonitor.cs;Components/Battle/EnemyActionHook.cs	335;77	{0} attacks	{0}發動攻擊	{0}发动攻击	$"{name} attacks"
dmg.uses	Components/Battle/DamageMonitor.cs;Components/Battle/EnemyActionHook.cs	336;78	{0} uses {1}	{0}使用{1}	{0}使用{1}	$"{name} uses {sname}"
enemy.battle_only	Components/Battle/EnemyStatus.cs	66	Enemy status only works in battle.	敵人狀態只能在戰鬥中查看。	敌人状态只能在战斗中查看。	
enemy.hp_percent	Components/Battle/EnemyStatus.cs	96	{0}, {1} percent	{0}，{1}%	{0}，{1}%	$"{name}, {(int)((long)hp * 100 / maxHp)} percent"
enemy.hp_unknown	Components/Battle/EnemyStatus.cs	98	{0}, HP unknown	{0}，HP不明	{0}，HP未知	$"{name}, HP unknown"
enemy.down_suffix	Components/Battle/EnemyStatus.cs;Components/Battle/BattleLog.cs	99;156	, down	，倒地	，倒地	
enemy.none	Components/Battle/EnemyStatus.cs	109	No enemies.	沒有敵人。	没有敌人。	
battlelog.percent	Components/Battle/BattleLog.cs	155	, {0}%	，{0}%	，{0}%	$", {pct}%"
battlelog.ordinal	Components/Battle/BattleLog.cs	165	, {0} of {1}	，第{0}個，共{1}個	，第{0}个，共{1}个	$", {idx} of {cnt}"
battlelog.hp_of	Components/Battle/BattleLog.cs;Components/Battle/PartyStatus.cs	181;198	{0} of {1} HP	HP{0}，上限{1}	HP{0}，上限{1}	$"{hp} of {maxHp} HP"
battlelog.hp	Components/Battle/BattleLog.cs;Components/Battle/PartyStatus.cs	181;198	{0} HP	HP{0}	HP{0}	$"{hp} HP"
battlelog.sp_of	Components/Battle/BattleLog.cs;Components/Battle/PartyStatus.cs	182;199	{0} of {1} SP	SP{0}，上限{1}	SP{0}，上限{1}	$"{sp} of {maxSp} SP"
battlelog.sp	Components/Battle/BattleLog.cs;Components/Battle/PartyStatus.cs	182;199	{0} SP	SP{0}	SP{0}	$"{sp} SP"
party.only_in_battle	Components/Battle/PartyStatus.cs	181	Only in battle.	只能在戰鬥中使用。	只能在战斗中使用。	
party.no_current	Components/Battle/PartyStatus.cs	183;185	No current character.	沒有當前角色。	没有当前角色。	
party.no_data	Components/Battle/PartyStatus.cs	265	No party data.	沒有隊伍資料。	没有队伍数据。	
party.current	Components/Battle/PartyStatus.cs	190	Current	當前	当前	
party.protagonist	Components/Battle/PartyStatus.cs	221	Protagonist	主人公	主人公	
party.member_n	Components/Battle/PartyStatus.cs;Components/ShopMenu.cs;Components/CommandMenus/PlayerMenu.cs	222;123;835	Member {0}	成員{0}	成员{0}	$"Member {id}"
party.status_line	Components/Battle/PartyStatus.cs	207;244	{0}, {1}, {2}, {3}	{0}，{1}，{2}，{3}	{0}，{1}，{2}，{3}	$"{name}, {hpStr}, {spStr}, {ail}"
party.guarding	Components/Battle/PartyStatus.cs	239	guarding	防禦中	防御中	
party.down	Components/Battle/PartyStatus.cs	203;238	down	倒地	倒地	
multitarget.all_allies	Components/Battle/MultiTargetReader.cs	90	All allies.	全體我方。	全体我方。	
multitarget.all_enemies_info	Components/Battle/MultiTargetReader.cs	98	All enemies. {0}.	全體敵人。{0}。	全体敌人。{0}。	$"All enemies. {aoe}."
multitarget.all_enemies	Components/Battle/MultiTargetReader.cs	98;100	All enemies.	全體敵人。	全体敌人。	
multitarget.all	Components/Battle/MultiTargetReader.cs	101	All.	全體。	全体。	
skill.passive	Components/Battle/SkillSelect.cs	94	{0}: Passive Skill. 	{0}：被動技能。	{0}：被动技能。	$"{skillName}: Passive Skill. "
skill.costed	Components/Battle/SkillSelect.cs	105	{0}: {1} skill that costs {2} {3}. 	{0}：{1}技能，消耗{2}{3}。	{0}：{1}技能，消耗{2}{3}。	$"{skillName}: {elementText} skill that costs {skillCost} {costType}. "
skill.support	Components/Battle/SkillSelect.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs	101;217;1147	Support	輔助	辅助	
skill.passive_suffix	Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs	212;1142	: Passive skill.	：被動技能。	：被动技能。	
skill.elem_suffix	Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs	218;1148	: {0} skill	：{0}技能	：{0}技能	$": {elemText} skill"
skill.cost_suffix	Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs	225;1153	 that costs {0} {1}	，消耗{0}{1}	，消耗{0}{1}	$" that costs {cost} {costType}"
skill.name_desc	Components/Battle/SkillInfoSelect.cs;Components/Battle/Battle.cs	64;1321	{0}. {1}	{0}。{1}	{0}。{1}	$"{name}. {desc}"
skill.generic_n	Components/Battle/Battle.cs;Components/CommandMenus/PlayerMenu.cs;Components/SkillRegainMenu.cs	145;277;69	skill {0}	技能{0}	技能{0}	$"skill {sid}"
battle.persona_equipped	Components/Battle/PersonaNav.cs	97	{0} equipped.	已裝備{0}。	已装备{0}。	$"{nm} equipped."
battle.persona_level	Components/Battle/PersonaSelect.cs	69	{0}, level {1}	{0}，等級{1}	{0}，等级{1}	$"{name}, level {lvl}"
battle.item_qty	Components/Battle/ItemSelect.cs;Components/CommandMenus/PlayerMenu.cs	80;373	{0}, {1}	{0}，{1}個	{0}，{1}个	$"{name}, {qty}"
result.correction	Components/Battle/ResultReader.cs	59	Correction, {0} yen	更正，{0}日圓	更正，{0}日元	$"Correction, {money} yen"
result.gained	Components/Battle/ResultReader.cs	64;125	Gained {0} EXP, {1} yen{2}	獲得{0}EXP、{1}日圓{2}	获得{0}EXP、{1}日元{2}	$"Gained {exp} EXP, {money} yen{items}"
result.item_n	Components/Battle/ResultReader.cs;Components/CommandMenus/PlayerMenu.cs	81;1316	item {0}	道具{0}	道具{0}	$"item {id}"
result.item_times	Components/Battle/ResultReader.cs	82	, {0} times {1}	、{0}，{1}個	、{0}，{1}个	$", {name} times {cnt}"
shuffle.found	Components/Battle/ShuffleReader.cs	172	Shuffle Time, {0} cards{1}	洗牌時間，{0}張牌{1}	洗牌时间，{0}张牌{1}	$"Shuffle Time, {_count} cards{list}"
shuffle.one_more	Components/Battle/ShuffleReader.cs	331	One more.	再來一次。	再来一次。	
shuffle.lead_cards	Components/Battle/ShuffleReader.cs	334	{0}{1} cards	{0}{1}張牌	{0}{1}张牌	$"{lead}{remaining} cards"
shuffle.card_changed_to	Components/Battle/ShuffleReader.cs	362	Card {0} changed to {1}.	第{0}張牌變成{1}。	第{0}张牌变成{1}。	$"Card {i + 1} changed to {chName}."
shuffle.card_changed	Components/Battle/ShuffleReader.cs	378	Card {0} changed.	第{0}張牌變了。	第{0}张牌变了。	$"Card {i + 1} changed."
shuffle.card_of	Components/Battle/ShuffleReader.cs	474	Card {0} of {1}{2}{3}{4}	第{0}張，共{1}張{2}{3}{4}	第{0}张，共{1}张{2}{3}{4}	$"Card {cursor + 1} of {totalDisp}{name}{effStr}{triesStr}"
shuffle.take_n	Components/Battle/ShuffleReader.cs	411;485	You can take {0} cards.	可以拿{0}張牌。	可以拿{0}张牌。	$"You can take {tries} card{(tries == 1 ? "" : "s")}."
shuffle.changed_unavailable	Components/Battle/ShuffleReader.cs	401	card changed, name unavailable	牌已變更，名稱不明	牌已变更，名称不明	
shuffle.rank_insert	Components/Battle/ShuffleReader.cs	462	, rank {0}	，等級{0}	，等级{0}	$", rank {mr.Groups[1].Value}"
shuffle.arcana_card	Components/Battle/ShuffleReader.cs	1145	{0} card	{0}牌	{0}牌	$"{ArcanaNames[arc]} card"
shuffle.arcana_n_card	Components/Battle/ShuffleReader.cs	1145	Arcana {0} card	阿爾卡那{0}牌	阿尔卡那{0}牌	$"Arcana {arc} card"
shuffle.persona_card_n	Components/Battle/ShuffleReader.cs	1157	Persona card {0}	人格面具牌{0}	人格面具牌{0}	$"Persona card {pid}"
shuffle.persona_name	Components/Battle/ShuffleReader.cs	1160	Persona {0}	人格面具{0}	人格面具{0}	$"Persona {pname}"
shuffle.level_suffix	Components/Battle/ShuffleReader.cs	1175	, level {0}	，等級{0}	，等级{0}	$", level {lb[0]}"
shuffle.persona_effect	Components/Battle/ShuffleReader.cs	1178	Adds this Persona to your stock.	把這個人格面具加入持有清單。	把这个人格面具加入持有列表。	
shuffle.suit_rank	Components/Battle/ShuffleReader.cs	1186	{0} rank {1}	{0}{1}	{0}{1}	$"{suit} rank {rank}"
shuffle.suit.wands	Components/Battle/ShuffleReader.cs	1194	Wands	權杖	权杖	
shuffle.suit.swords	Components/Battle/ShuffleReader.cs	1195	Swords	寶劍	宝剑	
shuffle.suit.cups	Components/Battle/ShuffleReader.cs	1197	Cups	聖杯	圣杯	
shuffle.suit.coins	Components/Battle/ShuffleReader.cs	1198	Coins	錢幣	钱币	
shuffle.eff.wands	Components/Battle/ShuffleReader.cs	1194	Bonus experience.	額外經驗值。	额外经验值。	
shuffle.eff.swords	Components/Battle/ShuffleReader.cs	1195	Gives a Skill Card.	獲得技能卡。	获得技能卡。	
shuffle.eff.cups	Components/Battle/ShuffleReader.cs	1197	Restores HP and SP.	回復HP和SP。	恢复HP和SP。	
shuffle.eff.coins	Components/Battle/ShuffleReader.cs	1198	Bonus money.	額外金錢。	额外金钱。	
shuffle.eff.fool	Components/Battle/ShuffleReader.cs	1205	Changes all cards; plus one draw.	更換所有牌；加抽一次。	更换所有牌；加抽一次。	
shuffle.eff.magician	Components/Battle/ShuffleReader.cs	1206	Changes your equipped Persona's skill.	更換裝備中人格面具的技能。	更换装备中人格面具的技能。	
shuffle.eff.priestess	Components/Battle/ShuffleReader.cs	1207	Plus one draw; changes an undrawn card to a random arcana.	加抽一次；把一張未抽的牌變成隨機阿爾卡那。	加抽一次；把一张未抽的牌变成随机阿尔卡那。	
shuffle.eff.empress	Components/Battle/ShuffleReader.cs	1208	Plus one draw; removes an undrawn card.	加抽一次；移除一張未抽的牌。	加抽一次；移除一张未抽的牌。	
shuffle.eff.emperor	Components/Battle/ShuffleReader.cs	1209	Levels up your equipped Persona.	裝備中的人格面具升級。	装备中的人格面具升级。	
shuffle.eff.hierophant	Components/Battle/ShuffleReader.cs	1210	Plus one draw; turns an undrawn card into a random Persona.	加抽一次；把一張未抽的牌變成隨機人格面具。	加抽一次；把一张未抽的牌变成随机人格面具。	
shuffle.eff.lovers	Components/Battle/ShuffleReader.cs	1211	Plus two draws, but loses obtained items.	加抽兩次，但失去已獲得的道具。	加抽两次，但失去已获得的道具。	
shuffle.eff.chariot	Components/Battle/ShuffleReader.cs	1212	Raises your equipped Persona's Agility.	提升裝備中人格面具的速度。	提升装备中人格面具的速度。	
shuffle.eff.justice	Components/Battle/ShuffleReader.cs	1213	Raises your equipped Persona's Strength.	提升裝備中人格面具的力量。	提升装备中人格面具的力量。	
shuffle.eff.hermit	Components/Battle/ShuffleReader.cs	1214	Avoid encounters for a while.	一段時間內不會遇敵。	一段时间内不会遇敌。	
shuffle.eff.fortune	Components/Battle/ShuffleReader.cs	1215	Raises your equipped Persona's Luck.	提升裝備中人格面具的運氣。	提升装备中人格面具的运气。	
shuffle.eff.strength	Components/Battle/ShuffleReader.cs	1216	Raises your equipped Persona's Magic.	提升裝備中人格面具的魔力。	提升装备中人格面具的魔力。	
shuffle.eff.hanged_man	Components/Battle/ShuffleReader.cs	1217	Raises your equipped Persona's Endurance.	提升裝備中人格面具的耐力。	提升装备中人格面具的耐力。	
shuffle.eff.death	Components/Battle/ShuffleReader.cs	1218	Ends Shuffle Time.	結束洗牌時間。	结束洗牌时间。	
shuffle.eff.temperance	Components/Battle/ShuffleReader.cs	1219	Gives one Treasure Key.	獲得一把寶箱鑰匙。	获得一把宝箱钥匙。	
shuffle.eff.devil	Components/Battle/ShuffleReader.cs	1220	Plus three draws, but only 1 experience.	加抽三次，但經驗值只有1。	加抽三次，但经验值只有1。	
shuffle.eff.tower	Components/Battle/ShuffleReader.cs	1221	Plus three draws, but no money from this battle.	加抽三次，但這場戰鬥拿不到金錢。	加抽三次，但这场战斗拿不到金钱。	
shuffle.eff.star	Components/Battle/ShuffleReader.cs	1222	Plus one draw; removes one already-drawn card.	加抽一次；移除一張已抽的牌。	加抽一次；移除一张已抽的牌。	
shuffle.eff.moon	Components/Battle/ShuffleReader.cs	1223	Plus two draws, but half experience.	加抽兩次，但經驗值減半。	加抽两次，但经验值减半。	
shuffle.eff.sun	Components/Battle/ShuffleReader.cs	1224	Plus two draws, but half money.	加抽兩次，但金錢減半。	加抽两次，但金钱减半。	
shuffle.eff.judgement	Components/Battle/ShuffleReader.cs	1225	No effect.	沒有效果。	没有效果。	
shuffle.eff.world	Components/Battle/ShuffleReader.cs	1226	No effect.	沒有效果。	没有效果。	
shuffle.eff.aeon	Components/Battle/ShuffleReader.cs	1228	Plus four draws.	加抽四次。	加抽四次。	
shuffle.text_persona	Components/Battle/ShuffleText.cs	193	Persona	人格面具	人格面具	
shuffle.text_level	Components/Battle/ShuffleText.cs	200	level {0}	等級{0}	等级{0}	"level " + t[2..]
shuffle.text_card	Components/Battle/ShuffleText.cs	205	 card	牌	牌	
gameover.title	Components/GameOverReader.cs	56	Game over.	遊戲結束。	游戏结束。	
cmenu.skill	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	16;50	Skill Menu	技能選單	技能菜单	
cmenu.item	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	17;50	Item Menu	道具選單	道具菜单	
cmenu.equip	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	18;50	Equipment Menu	裝備選單	装备菜单	
cmenu.persona	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	19;50	Persona Menu	人格面具選單	人格面具菜单	
cmenu.status	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	20;51	Status Menu	狀態選單	状态菜单	
cmenu.social_link	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	21;51	Social Link Menu	社群選單	社群菜单	
cmenu.quest	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	22;51	Quest Menu	任務選單	任务菜单	
cmenu.system	Components/CommandMenus/CommandMenu.cs;Components/CommandMenus/PlayerMenu.cs	23;51	System Menu	系統選單	系统菜单	
pmenu.you_have_yen	Components/CommandMenus/PlayerMenu.cs;Components/ShopMenu.cs	158;1145	You have {0} yen.	持有{0}日圓。	持有{0}日元。	$"You have {yen} yen."
pmenu.persona_level_text	Components/CommandMenus/PersonaMenu.cs	38	{0} level {1}	{0}，等級{1}	{0}，等级{1}	$"{name} level {level}"
pmenu.skill_n	Components/CommandMenus/PlayerMenu.cs	277	Skill {0}	技能{0}	技能{0}	$"Skill {skillId}"
pmenu.skill_cost	Components/CommandMenus/PlayerMenu.cs	280	{0}, {1}	{0}，{1}	{0}，{1}	$"{skill}, {cost}" (cost = "{n} HP"/"{n} SP")
pmenu.item_id	Components/CommandMenus/PlayerMenu.cs	372;467	Item {0}	道具{0}	道具{0}	$"Item {id}"
pmenu.nothing	Components/CommandMenus/PlayerMenu.cs	465;987	Nothing	無	无	
pmenu.effect	Components/CommandMenus/PlayerMenu.cs	471	. Effect {0}	。效果：{0}	。效果：{0}	$". Effect {eff}"
pmenu.persona_ordinal	Components/CommandMenus/PlayerMenu.cs	405	{0}, level {1}, {2} of {3}	{0}，等級{1}，第{2}個，共{3}個	{0}，等级{1}，第{2}个，共{3}个	$"{nm}, level {level}, {cursor + 1} of {count}"
pmenu.persona_n	Components/CommandMenus/PlayerMenu.cs;Components/PersonaReleaseMenu.cs	403;245	Persona {0}	人格面具{0}	人格面具{0}	$"Persona {cursor + 1}"
pmenu.equip_slot.weapon	Components/CommandMenus/PlayerMenu.cs	57	Weapon	武器	武器	
pmenu.equip_slot.armor	Components/CommandMenus/PlayerMenu.cs	57	Armor	防具	防具	
pmenu.equip_slot.accessory	Components/CommandMenus/PlayerMenu.cs	57	Accessory	飾品	饰品	
pmenu.equip_slot.clothes	Components/CommandMenus/PlayerMenu.cs	57	Clothes	服裝	服装	
pmenu.equip_line	Components/CommandMenus/PlayerMenu.cs	914	{0}: {1}{2}, effect {3}	{0}：{1}{2}，效果{3}	{0}：{1}{2}，效果{3}	$"{label}: {current}{EquippedStatText(charId, slot)}{", effect {eff}"}"
pmenu.attack_hit	Components/CommandMenus/PlayerMenu.cs	924	, attack {0}, hit {1}	，攻擊{0}，命中{1}	，攻击{0}，命中{1}	$", attack {a}, hit {b}"
pmenu.defense_evade	Components/CommandMenus/PlayerMenu.cs	925	, defense {0}, evade {1}	，防禦{0}，迴避{1}	，防御{0}，回避{1}	$", defense {a}, evade {b}"
pmenu.stat_up	Components/CommandMenus/PlayerMenu.cs;Components/ShopMenu.cs	966;732	, up {0}	，提升{0}	，提升{0}	$", up {a - ca}"
pmenu.stat_down	Components/CommandMenus/PlayerMenu.cs;Components/ShopMenu.cs	966;732	, down {0}	，降低{0}	，降低{0}	$", down {ca - a}"
pmenu.slot_n	Components/CommandMenus/PlayerMenu.cs	910	Slot {0}	欄位{0}	槽位{0}	$"Slot {slot}"
pmenu.diff.damage_taken	Components/CommandMenus/PlayerMenu.cs	487	Damage taken	受到的傷害	受到的伤害	
pmenu.diff.damage_given	Components/CommandMenus/PlayerMenu.cs	487	Damage given	造成的傷害	造成的伤害	
pmenu.diff.exp_won	Components/CommandMenus/PlayerMenu.cs	487	EXP won	獲得的EXP	获得的EXP	
pmenu.diff.money_won	Components/CommandMenus/PlayerMenu.cs	487	Money won	獲得的金錢	获得的金钱	
pmenu.diff.retries_dungeons	Components/CommandMenus/PlayerMenu.cs	488	Retries in dungeons	迷宮中重試	迷宫中重试	
pmenu.diff.retries_battles	Components/CommandMenus/PlayerMenu.cs	488	Retries in battles	戰鬥中重試	战斗中重试	
pmenu.diff.ok	Components/CommandMenus/PlayerMenu.cs	488	OK	確定	确定	
pmenu.diff.current	Components/CommandMenus/PlayerMenu.cs	491	Current	目前	当前	
pmenu.diff.great	Components/CommandMenus/PlayerMenu.cs	496	Great	大	大	
pmenu.diff.small	Components/CommandMenus/PlayerMenu.cs	496	Small	小	小	
pmenu.diff.more	Components/CommandMenus/PlayerMenu.cs	498	More	多	多	
pmenu.diff.less	Components/CommandMenus/PlayerMenu.cs	498	Less	少	少	
pmenu.diff.use	Components/CommandMenus/PlayerMenu.cs	500	Use	使用	使用	
pmenu.diff.dont_use	Components/CommandMenus/PlayerMenu.cs	500	Don't use	不使用	不使用	
pmenu.option_ordinal	Components/CommandMenus/PlayerMenu.cs	535	Option {0}	選項{0}	选项{0}	$"Option {opt + 1}"
pmenu.tab_n	Components/CommandMenus/PlayerMenu.cs	548	Tab {0}	分頁{0}	标签页{0}	$"Tab {tab}"
pmenu.row_n	Components/CommandMenus/PlayerMenu.cs	556	Row {0}	第{0}列	第{0}行	$"Row {row}"
pmenu.hp_sp	Components/CommandMenus/PlayerMenu.cs	833;865	{0}. HP {1}. SP {2}	{0}。HP {1}。SP {2}	{0}。HP {1}。SP {2}	$"{CharIdName(charId, idx)}. HP {...}. SP {...}"
pmenu.status_line	Components/CommandMenus/PlayerMenu.cs	1181	{0}, level {1}, HP {2}, SP {3}	{0}，等級{1}，HP {2}，SP {3}	{0}，等级{1}，HP {2}，SP {3}	$"{CharIdName(charId, -1)}, level {...}, HP {...}, SP {...}"
pmenu.sec.attack_defense	Components/CommandMenus/PlayerMenu.cs	1206	Attack and defense	攻擊與防禦	攻击与防御	
pmenu.attack_n	Components/CommandMenus/PlayerMenu.cs	1203	Attack {0}	攻擊{0}	攻击{0}	$"Attack {atk}"
pmenu.defense_n	Components/CommandMenus/PlayerMenu.cs	1204	Defense {0}	防禦{0}	防御{0}	$"Defense {def}"
pmenu.sec.persona	Components/CommandMenus/PlayerMenu.cs	1211;1219	Persona	人格面具	人格面具	
pmenu.no_persona	Components/CommandMenus/PlayerMenu.cs	1227;1265	no persona	沒有人格面具	没有人格面具	
pmenu.sec.equipment	Components/CommandMenus/PlayerMenu.cs	1269	Equipment	裝備	装备	
pmenu.equip.weapon	Components/CommandMenus/PlayerMenu.cs	1271	Weapon, {0}	武器，{0}	武器，{0}	$"Weapon, {EquipName(...)}"
pmenu.equip.armor	Components/CommandMenus/PlayerMenu.cs	1272	Armor, {0}	防具，{0}	防具，{0}	$"Armor, {EquipName(...)}"
pmenu.equip.accessory	Components/CommandMenus/PlayerMenu.cs	1273	Accessory, {0}	飾品，{0}	饰品，{0}	$"Accessory, {EquipName(...)}"
pmenu.equip.clothes	Components/CommandMenus/PlayerMenu.cs	1274	Clothes, {0}	服裝，{0}	服装，{0}	$"Clothes, {EquipName(...)}"
pmenu.sec.social_stats	Components/CommandMenus/PlayerMenu.cs	1277	Social stats	社交能力	社交能力	
pmenu.social.knowledge	Components/CommandMenus/PlayerMenu.cs	1304	Knowledge, {0}	知識，{0}	知识，{0}	$"Knowledge, {SocialRank(...)}"
pmenu.social.courage	Components/CommandMenus/PlayerMenu.cs	1305	Courage, {0}	勇氣，{0}	勇气，{0}	$"Courage, {SocialRank(...)}"
pmenu.social.diligence	Components/CommandMenus/PlayerMenu.cs	1306	Diligence, {0}	勤勉，{0}	勤勉，{0}	$"Diligence, {SocialRank(...)}"
pmenu.social.understanding	Components/CommandMenus/PlayerMenu.cs	1307	Understanding, {0}	體貼，{0}	体贴，{0}	$"Understanding, {SocialRank(...)}"
pmenu.social.expression	Components/CommandMenus/PlayerMenu.cs	1308	Expression, {0}	表現力，{0}	表现力，{0}	$"Expression, {SocialRank(...)}"
pmenu.courage.1	Components/CommandMenus/PlayerMenu.cs	1285	Average	普通	普通	
pmenu.courage.2	Components/CommandMenus/PlayerMenu.cs	1285	Reliable	可靠	可靠	
pmenu.courage.3	Components/CommandMenus/PlayerMenu.cs	1285	Brave	勇敢	勇敢	
pmenu.courage.4	Components/CommandMenus/PlayerMenu.cs	1285	Daring	大膽	大胆	
pmenu.courage.5	Components/CommandMenus/PlayerMenu.cs	1285	Heroic	英勇	英勇	
pmenu.knowledge.1	Components/CommandMenus/PlayerMenu.cs	1286	Aware	略懂	略懂	
pmenu.knowledge.2	Components/CommandMenus/PlayerMenu.cs	1286	Informed	博學	博学	
pmenu.knowledge.3	Components/CommandMenus/PlayerMenu.cs	1286	Expert	專家	专家	
pmenu.knowledge.4	Components/CommandMenus/PlayerMenu.cs	1286	Professor	教授	教授	
pmenu.knowledge.5	Components/CommandMenus/PlayerMenu.cs	1286	Sage	賢者	贤者	
pmenu.diligence.1	Components/CommandMenus/PlayerMenu.cs	1287	Callow	稚嫩	稚嫩	
pmenu.diligence.2	Components/CommandMenus/PlayerMenu.cs	1287	Persistent	有毅力	有毅力	
pmenu.diligence.3	Components/CommandMenus/PlayerMenu.cs	1287	Strong	堅韌	坚韧	
pmenu.diligence.4	Components/CommandMenus/PlayerMenu.cs	1287	Persuasive	有說服力	有说服力	
pmenu.diligence.5	Components/CommandMenus/PlayerMenu.cs	1287	Rock Solid	堅若磐石	坚若磐石	
pmenu.understanding.1	Components/CommandMenus/PlayerMenu.cs	1288	Basic	一般	一般	
